fid,username,display_name,verified,pfp_url,follower_count,following_count,location_place_id,bio_text,farcaster_address,external_address,registered_at
829,bryce,bryce,True,https://lh3.googleusercontent.com/3JuK8kr8SsZqLqt6YAc_DY3ZK3f0wFqM45e3M_N7u5qLz9qlcPFE1QEjvBu6LWMEbwWvPzBfzsWQeeP-LZvWk3e93bA_W7-8C4Xw9LM,74,51,,,,,
816,jsson,Jsson,True,https://lh3.googleusercontent.com/3cx6O2JtVBnuO915-B0N1PTwswzxnKskdOMCouNnlL_CTmKB_fzPF8Y7k5J3SIgUHznVUvh-g1k3dp9zfSWxu4j3Ib-d64fr3c41,142,284,,nf.td/jsson,,,
814,borthwick,John Borthwick,False,https://i.imgur.com/pQ3C6uq.jpg,88,39,,Betaworker,,,
808,victor,Victor,True,https://lh3.googleusercontent.com/yS729Vm6OKpnKuzB0txpN-dB9Xi5ei3RlFdlonO1qV_pBAG4qP1s-s3VQpLA2p8XKA9YvVMYiz5Do7fGKHFNqo9_oC3eK_CZvkAhmg,85,51,,Glow founder,,,
804,lazzarenne,Lazzarenne,True,https://i.seadn.io/gcs/files/d6dcc6342681f669b4063a8620738a8f.png?w=500&auto=format,111,63,,"Nuclear Engineer | Ex Bain & Co | Angel investor
Genesis investor in Polygon, Near, Solana, Avalanche, Syndicate, Arweave |
1st Helium and DIMO hotspot in EU",,,
795,bysmiel,bysmiel,False,https://lh3.googleusercontent.com/a-nJ4eFpO6uIfhUfdlo4IWpO26RUcqX83f8R6YwClSQ2kV_CuVA8bH5OGPtNvOfbB-0cb-nklvEwc7TBUdX3FvndDhX2tIE5auobZg,82,99,,,,,
781,brianj,Brian,False,https://pbs.twimg.com/profile_images/1439973770643443714/GW7Vf9qj_400x400.png,396,124,,"Eng Resident @ Nouns
- 
Founder of headline.wtf- 
Founder of https://addressform.io",,,
776,vmedium,vmedium,True,https://openseauserdata.com/files/1baf63ae51b9ff873130d7d1b7c1ce0d.svg,211,138,,Design. Motion. ,,,
760,me,Michael Eyal ,False,https://i.imgur.com/3K0rhRt.jpg,82,75,,Fueling creativity with beverages at taika.co. Taste Mateverse - The Official Beverage Of Web3™ - matever.se,,,
750,nh,Nadim,True,https://lh3.googleusercontent.com/4uGAn3TCd_Gd3-p5UwpzZluOc5eWl-9YxJ7oNRoPI5PelWDJOouy9URkKcdBCFCA4QYrFX01xsq-A_1S_gp_IOJpv4I_CGuOEdz_Cw,87,64,,"Believer in a decentralized web, admirer of tasteful products",,,
748,bwags,brian,True,https://lh3.googleusercontent.com/TrH_sjYfHyqfwzlXEE24IfZaojOllgn1b8rtJdP49uq0erphacOTQKLUTGpSb-dklFoQaoGKZhqjbprlSvmgYPnzH2iNHj55KHaZ0fU,138,52,,i made the gm app. i like writing solidity,,,
740,nameet,Nameet,True,https://lh3.googleusercontent.com/L4OeBPF0ES3LgOBTnars-fBFxs5JPffQwF09vZBWAFiOfHb_nWyPNTNHPbUGFi4bawTUGOUSfpeDFf00CCTj1ULtUgmrfrQq36YTNRE,116,75,,"Currently building https://Asset.Money - A digital asset management platform to Ddiscover, buy, track & sell NFTs.
Entrepreneur. Photographer.",,,
730,0xkunal,Kunal,True,https://lh3.googleusercontent.com/ZJLil8ONXzAibE6nmJsc-wS1SV5D10Dy1JzBZ49sXEnBqjfgiNEQ4quDY4xqlEVMOcnanuQHrqNQ-z8AZpmd2ucU67arazMC4lfSeg,71,55,,Building @ https://quai.network,,,
715,savitha,Savitha,True,https://i.seadn.io/gae/-U65e0kMQpfgf75rET1XU_Xu7CnMN62JCYx3OhsYvFsknsIca8nodtFl5fbBCK8BFWMrtFkrqVYVKocTQ3JAIjzi8Gvu3zpYqCdzMg?w=500&auto=format,64,51,,,,,
708,yuriy,html5cat.eth,True,https://lh3.googleusercontent.com/SfS3m-EY_iCtpSmoWEmrOX4vWEL9TPudQv5-7KawApVuAUR3xg-YNmdMrsErvqk4PBCZxnmFHYB6SrvgHr2fWkCoNkN0dRGHxpxUIg,144,82,,"Building puma.gg /
@html5cat on 🐦 /
🇺🇦🇨🇦🇯🇵 🌁🎾📷",,,
706,lay2000lbs,Leighton,True,https://i.seadn.io/gae/pOTUGnm4A7UFQgfclSspiIh4vFNB-XyCxYto3pUTd25yn4zfOjQwUI7ChZ4NIQ4xzJ8t0IFgxPTwuFZ9aT5XDQocejYVo4ZFEK5v?w=500&auto=format,190,96,,"Contributor to DeFi, co-founder of PoolTogether Inc, instigator of pleasrDAO

https://leighton.mirror.xyz/",,,
702,madhur,Madhur Shrimal 🔵,True,https://lh3.googleusercontent.com/s1m52bWTmLmw3lek72HPbbn5TtrLKdz6TPPPVi-x4L6iaiuD5bGsyyf77LIRrHRcqtBLbNzk3cYeNQkzC2cpOS-4neeKVIifDltj,3773,174,ChIJVTPokywQkFQRmtVEaUZlJRA,Engineer at Coinbase nf.td/madhur shrimalmadhur.twitter  https://mshrimal.com,,,
666,chrislatorres,chrislatorres,True,https://lh3.googleusercontent.com/4bTydS2hq4oMueIGq64LRzM5FdGD5Sx1RUgIgLMw-BD8XUaNj7Ncf2K6yEDH2Jj3s2rw60mRAJYRDB-QNkdu_TApeA-mPLL6izs7Aw,416,1835,,,,,
655,aryannnaik,Aryan Naik,False,https://pbs.twimg.com/profile_images/1499115585296384005/VywrnUQK_400x400.jpg,349,845,,"Investor, Building something amazing, Researcher",,,
653,andris,Andras Feher,True,"https://res.cloudinary.com/merkle-manufactory/image/fetch/c_fill,f_png,w_256/https://lh3.googleusercontent.com/SpqWxLSfj0UpCB_y7Z-f7VdPRbRte27JZlo1c315A5DGx6ngC3Q7xE_4Nwnb701e0x9AM82eJcAckGkUpKjIfKuwJVM0cwQdgTxFSHU",101,95,,degen vc @ dayonecapital stubborngrowth.xyz stubbornfellow.twitter,,,
650,tharun,Tharun,False,https://cdn.bio.link/uploads/profile_pictures/2022-03-12/IIjnKbSxTrcDfEZZSaV9xZMIEcwG39dl.png,138,143,,working on something new // tharun.co,,,
639,sathaxe,kartik ✨,True,https://lh3.googleusercontent.com/1idqWUEI8s27S8cWloN0G6RdaAv4XYvjmwZzI0LAdniLoJBFZ1pab0tovZjVmyKatFflwnP2mydT_yCSfctZZHCMaukDUYA_PYTB,275,134,,"CEO & Co-Founder of Mysterious ✨| buy my ""art"" at sathaxe.com | sathaxe.twitter",,,
634,leonardo,Leonardo ,False,https://pbs.twimg.com/profile_images/1593725917477601282/K5H1aeUB_400x400.png,317,1181,,Desi@n on the edge at openprest.com,,,
629,joey,Joey DeBruin,True,"https://res.cloudinary.com/merkle-manufactory/image/fetch/c_fill,f_png,w_256/https://img.seadn.io/files/48ddad60740703543090ccb4b05688aa.png?h=1024&w=1024&auto=format",468,161,ChIJZYIRslSkIIYRtNMiXuhbBts,"Founder @withBackdrop, enabling more digital painters, gardeners, and explorers",,,
610,noahfradin,Noah,True,"https://res.cloudinary.com/merkle-manufactory/image/fetch/c_fill,f_png,w_256/https://lh3.googleusercontent.com/h3QJyJ55K1qOz88P-n4XfXIZpt5CuNHPI2GXWdhHAi8eRPpAIyRTTDWTN2io-qExLspMR7DbDfTuMyd_BjgLHzWuzQ",68,52,,Hello,,,
589,dinislam,dinislam,True,https://lh3.googleusercontent.com/JAKP4EQqCVfbSNi8uis-2NTqlILs6Nb1oICGoyQkoCVTaeZ1z9xkhlv_Ok-Rys4RoiMXZ57YX5eHEZjPB13P36vz8-PF39uTTLgv_2Q,191,236,,"founder in exploration mode. Previously: eng @Curebase, @Stanford 🌲",,,
553,yashad,yashad,True,https://openseauserdata.com/files/e5f84900c13540ee412cc6e7d1281da7.svg,127,221,,video + audio @techcrunch・www.yashad.com,,,
549,ndhillon,ndhillon.eth,False,https://i.imgur.com/IuKzuAT.jpg,55,37,, ᕦ(ò_óˇ)ᕤ,,,
546,brunny,Brunny.eth,True,https://i.seadn.io/gae/VML7MPC3NLU3DhArfylFpblHpJ-llQuS51t6uOH1d6OLH0GIx0cPsyk18IocVr_-gqdM9OmhXEPeBXAs-i7CHhcrsQd4nSiOXP4JlQ?w=500&auto=format,187,216,,Ecosystem Partnerships at Aztec. Writing stuff at mirror.xyz/brunny.eth,,,
543,siqi,blader.eth,True,"https://res.cloudinary.com/merkle-manufactory/image/fetch/c_fill,f_png,w_256/https://lh3.googleusercontent.com/2nuilytod3zUiDKaIxX9iFTAe-1rdz4WfoALfJHnIVjYLs0VllKrj7Jq4fzXjiJvecDfVZqnu8wQJrjUDPdVqV7t5c1Ogp4YfLSw",98,41,,,,,
534,mikedemarais,mike rainbow ,True,https://i.seadn.io/gae/LKkwlw8pobJRu9rpOs_8ObDKEb4hu_Mbi8fn3AJ_zt6Gxf5KL8Jr_d04dsw7KqrPC5MAI2l67mE1Y2tRPeD6vUnQQVsuDVtqI2lVUQ?w=500&auto=format,549,215,,,,,
517,benlim,Benjamin Lim,True,https://openseauserdata.com/files/39c3c680a351e40dc710812ca59193b8.svg,233,156,,Building badge.xyz // nf.td/benlim // 🏡 SF,,,
478,lin,Alex Lin,True,https://i.seadn.io/gae/TkFBNZmbCu4mMRKbyUrC1NEQ86GtRXWk0qLRNIwYGFV8bCAT_hIylru_ADoPpCpGi8_7xByAzC4RpK4s7x-rdq1qGvy0CR_fr6mJ?w=500&auto=format,232,83,,building and investing in early-stage blockchain tech | head of research at shima capital | founder of kaifa labs,,,
475,tushar,tushar,True,https://i.seadn.io/gae/bCZ8Rlr4kvpY1g_xxXFgTtyp9M4zpj1yjAsNmaHbuW2LRAvX553vbvb2tTpIUCtUIIQ_oYuKHWgHGHbLYRuSfZrTu2Hh1Wa6gIJlTA?w=500&auto=format,69,19,,god’s favourite kid,,,
467,mryalamanchi,mr.y,True,https://lh3.googleusercontent.com/N9vITJic1IKp-ezqVdQqLpRvPmXNfdpLyPyonC3SBhEbyXGaKFTuz5Kway4ady-KlBOqbgMAjvt6ed4qlCxg3GV2nvfU_tEzOzGl5qM,322,52,,"CTO Nocto Labs (IoT, Hardware) (bit.ly/nocto_demo) ✳︎ Deep Tech, R&D, Tech Advisor in web3 ✳︎ ECH, MakerDock, Superteam ",,,
463,dankenney,Dan Kenney,True,https://i.seadn.io/gcs/files/268290ab0cf8d1c878d6d9329103942b.jpg?w=500&auto=format,243,397,,Consulting at EY | curious!,,,
450,raj,raj,False,https://i.imgur.com/eVVkn7f.jpg,62,55,,engineer | tinkering with stuff,,,
447,neatonk,kevinnn,True,https://openseauserdata.com/files/96af8f8edd8ccacf26d5d4fc5fa3aeb5.svg,178,561,,"~Code~Audio~Music~ building cc0lab.songcamp.band, release.club, and otherpeoplespixels.com | neatonk.twitter",,,
426,brianjckim,Brian Kim,False,https://i.imgur.com/ayd02dP.jpg,6128,196,ChIJOwg_06VPwokRYv534QaPC8g,brianjckim.com,,,
421,shreyas,shreyas,True,https://openseauserdata.com/files/b98e72754611fc2128b32a35ff783935.svg,164,120,,https://drshrey.xyz,,,
418,benjreinhart,Ben Reinhart,True,https://lh3.googleusercontent.com/PCdWgJzG2M8__pvXBHvdQXMm7EKR15zIKyR9RGU-9TdH7Ml-0BgfLb5UnoYNp3xaVhBO8KzboYVhPAB9MUTMxAgCvyzrpAnAljaBUQ,64,6,,,,,
409,div,div,True,https://lh3.googleusercontent.com/gQ2uj1C58lv50cC8otiVnlpQ4ArAbMxYTVvPFmkKsflWKZV35BypMoHD23LPQV-CFqRVjalS5ovcSif_kqp8g0kYxCpF3NJCH05HlQ,105,109,,Building @devfolio | @0xdiv on Web2 farcaster,,,
407,alfred,Alfred,False,https://i.ibb.co/RYMbgWj/Self-Made-Punk.png,70,27,,building supertrue.com - https://tinyurl.com/supertruewhitepaper,,,
405,samhickmann,samhickmann.eth,True,https://i.seadn.io/gae/dRbUtEGXXYGP41fie6jbpQPcdc45e-i_l2lcTkEWnTnju0k39keTsw0BrddPtlLpHrIHThPxxT83HIv5KhJ-FJ80ZDOwveVIdOilnB8?w=500&auto=format,144,264,,🧔‍♂️ Dad | Entrepreneur | Adrenaline junkie | Productivity nerd | French in San Francisco | Building www.int3grity.xyz,,,
384,vader,darthunwise.eth,False,https://starwarsblog.starwars.com/wp-content/uploads/2021/12/darth-vader-19-cover_TALL.jpg,81,91,,,,,
383,mikey,(MIKEY),True,https://lh3.googleusercontent.com/dt7g0sZcgAbTpE_SY_z2DyyvDR8ch1sUbAGULaQbL-ySap6zDJdi5qiOQQAFy1HmZwBJAOAu6j-eY_R5nJrRGB57YEKRe8zG9IQn,130,31,,gallery.so,,,
370,coravos,Andy Coravos,True,https://lh3.googleusercontent.com/TW9rS2v6AYosLi7kJ0Oa7v_P1XMk72KtPs0P1CBh_L1DGOwU8RSoO0PJXVNN6RfgqACZZiLmS-XtjZ0B8tOkpKZ5-RZfcsl0ls4vvQ,113,34,,The party is now,,,
355,dylan,dylan,False,https://explorer.farcaster.xyz/avatar.png,55,7,,,,,
350,steph,steph,True,"https://res.cloudinary.com/merkle-manufactory/image/fetch/c_fill,f_png,w_256/https://lh3.googleusercontent.com/wQVobdEWejac4jDqEUNETDFpOygzJjbQDE8KbgBK2wwqKYelqpR_4TOp4cZcFgXmOnROiB6tlTeJWbK72uE4agIw2xpfLmtNfq7AgQ",610,444,ChIJCSF8lBZEwokRhngABHRcdoI,to blame for nf.td 🙅🏻‍♀️| nf.td/steph,,,
332,ayushswrites,ayushs.eth,True,https://lh3.googleusercontent.com/R4GZBRbirDQUumBWBI3FipW2-cQzqRFYZANytZTYRiDtzrfTY8SMTVcecG6rcD3QpqyMcIXN9lOpC6jnYBexxw8aVJMv-5ergddC,64,18,,Working on Product & Growth at Rize | Thoughts at http://ayushs.substack.com @MIT 🇮🇳 🇺🇸,,,
316,dianne,dianne,True,https://lh3.googleusercontent.com/KNT9tD8zu1IbwAread9d2nJ9P9pTw6HxJ8yFo8-vmLQmsopKNa4tjftSV3YLxtf_LQkCFb3yi-LBIq4igtUDEsWcGm9QiERj4kZ4,89,38,,,,,
308,leo,Leo Chen,False,https://lh3.googleusercontent.com/uFN-Rrc0QGQJalvgRNg0xK8-3W7P4fF_aNWIA1Tf5U59WCh-J7WX-0m3ymRd7i95DQ4wVXuI3g5ar-52Tb4T7GNX2PvqiN85SMjZ=w600,55,5,,,,,
299,stout,Jeff Stout,True,https://lh3.googleusercontent.com/zKihSbLBeag4NZitLeMEVsLoek8VXcNY5iBhB7RrWNNT4WbtPHIAdO9pGz9A2vEqSeUodE06YS5apFVtSCJThwOIsyBx2m_3eUrChg,75,81,,"working on something new, prev coinbase",,,
293,bread,bread,True,https://lh3.googleusercontent.com/4txfNpq3DKvThBoOmXYEkew75ZALTsNbifutzaGdwM_j7RJ7pBk_Sx94PPLUrgaMhI2aOvosig2kbhZ4UKRq1aoqkGC0wi_RC9Fy5HM,94,31,,,,,
277,brians,Brian Stoner,True,https://i.seadn.io/gae/O_c7T3w9hRCs7PM2tfDQAnIXcgUtfbVutWncTvmTvRZ8XWfMb24r3v2YNVnixVRb0dy6S51QYKNerfF3pQ4fLrvqHdO01nhHqg12?w=500&auto=format,98,121,,Working on something new -- Previously VP Product @DuckDuckGo,,,
269,theodormarcu,Theodor Marcu,False,https://github.com/theodormarcu.png,249,213,ChIJOwg_06VPwokRYv534QaPC8g,"co-founder of Marble, a wallet that helps crypto apps onboard users quicker (marblewallet.com)

theomarcu.twitter",,,
264,tommy,t0mstah.eth,False,https://pbs.twimg.com/profile_images/1487781625941344259/VCikzHVX_400x400.jpg,192,119,,"crypto team @coinbase alumn
|
apps I've built have 2M+ users
|
📍Miami",,,
262,dfmerin,Dave Merin,True,https://lh3.googleusercontent.com/kJL6ipDlIoSit5uJuCk9DAn8_2RBkfOR_6d5Hi5yD37PVFWAWBbYxKV69NbfRcWifIUjUms5FvKzxLeR6-CooOONgBG4vQsWyq0b,102,62,,Head of Corp Dev @ ConsenSys // dfmerin.com // dfmerin.twitter ,,,
256,dli,derrick li,True,https://storage.opensea.io/files/f870515d1b0a6730c1f7999094776e09.svg,124,92,,,,,
249,garybasin,Gary Basin,False,https://github.com/gbasin/gbasin.github.io/blob/master/img/JLfqc0_7_400x400.jpg?raw=true,142,41,,garybasin.twitter — bring real estate into the digital era ,,,
247,grady,grady.eth,True,https://i.seadn.io/gae/fl1zi89FwsTE6D6aMHs5sQjfR_tUfJDTUURQXh3h-bZCdTbJxsC4aM5A8Io35nfqdjRYc2mbxWXRO27K97tldYmQAOt7kRu1MXjj?w=500&auto=format,307,450,,internet researcher,,,
228,charlie,charlie,True,https://storage.opensea.io/files/7b3d1b1f8e2311e1f780ded0555307f8.svg,124,217,,,,,
223,nemild,nemild,False,https://explorer.farcaster.xyz/avatar.png,52,54,,,,,
211,song,song,False,https://explorer.farcaster.xyz/avatar.png,54,17,,,,,
186,msg,msg,True,"https://res.cloudinary.com/merkle-manufactory/image/fetch/c_fill,f_png,w_256/https://openseauserdata.com/files/7cdb3939ecc07f8473e12ade721c2312.svg",253,68,,,,,
180,dai,Dai Hovey,False,https://lh3.googleusercontent.com/r4BfJ_QxjRFxaXqTslOo_76deOtQacZsgc2czh1MZ2bDwouugxGzR_iLhbNFeHbLtY5HgJ3D8jTK5cVjC4vpIM4OmTQm5OewC3pzeg,188,90,,,,,
166,4156,4156,False,https://pbs.twimg.com/profile_images/1535065348063502351/8PQMGwTo_400x400.jpg,724,79,,,,,
161,neo,Neo,True,https://lh3.googleusercontent.com/phlxspoS02bT1GzrW5nqv3fn6yhTRoOXmqXXoQxxkfs4zG7xHSh4wkcaHgt1Ep2heGDutF3hCKG6IZGvGOH_ClTn,162,175,,,,,
153,ptraughber,Patrick Traughber,False,https://pbs.twimg.com/profile_images/1362494134833979392/J0dVXT6m_400x400.jpg,108,91,,Product team at Twitter,,,
149,bawolf,bawolf,True,https://lh3.googleusercontent.com/Upuxm6ySM_HZPbPpGEb7K8mNCCW42-Axo56IdaDvf6Ttg_bjyeRU2TCv6gzJ8yUrU_1B51ZJ3_w_7SkW0RNzu8z5Jt8qp4GU_AHl_g,82,224,,,,,
139,jess,Jess Sloss ,True,https://openseauserdata.com/files/e713ecbdd5d9cdd5edc3f8c8cda2dcb8.svg,909,127,,Building www.seedclub.xyz 🌱 Make something people want to be a part of  ,,,
110,austin,Austin Green,True,"https://res.cloudinary.com/merkle-manufactory/image/fetch/c_fill,f_png,w_256/https://lh3.googleusercontent.com/dsy2NcSUoW_Koo_zhP8Os8QgsNNf6YiU9zT9ttSaa0sexpQwkcI-H8tVvh5TfVi0D_Fr8oA02cwPjKfx4bZVoa_1S284pSCsmmCdeoU",416,771,,https://twitter.com/austingreen,,,
104,jimmy,Jimmy,True,https://i.seadn.io/gcs/files/c2c25594c38b80eb220c318b29b220d3.png?w=500&auto=format,126,39,,MEV,,,
82,gordon,gordon,False,https://lh3.googleusercontent.com/ETyto6m9t4KodSIlW5PZixSQpllAaDxG9Yx_knSX6h4P2xf5z2uOX2JhTv0_3LdFEYYRPmKw3NZvn4JhcWdG2kiZpr7cICVXnxnv63I,78,5,,,,,
72,garrytan,Garry Tan,False,https://avatars.githubusercontent.com/u/19957?s=400&u=d95c4a92ff27aea2b16949b1a31b434c61b64453&v=4,1046,31,,,,,
63,lauren,Lauren Farleigh,True,https://lh3.googleusercontent.com/_NoELrqyEz0quvxwahN-lCuxbztYdcQE1RaAOHP531aGPGy25fd9NCPFc04R7LM_bRN2SPXYMU6rgEQlIZmghSYlM1PUBXMBQIh9pg,247,267,,,,,
40,ertan,Ertan Dogrultan,False,http://github.com/ertan.png,232,109,ChIJRVWp72Cej4ARpxvMLfT8jv0,"Engineering at Slingshot | Formerly Meta/Novi, Coinbase, Google, 2x founder",,,
39,sam,Sam Iglesias,True,https://lh3.googleusercontent.com/fxMmF_e9clB4dIFeWfcJBl9NpmntW7U6FoCNTCVgSFVef6BG7QVRm567f7jFvCYACPqph1ONUfDcsVx6bCWo3LYfA4w5L-7bBrvW,528,140,,"Design and software at Apple. Also into AI, philosophy of mind, ethics.",,,
32,sean,Sean,False,https://avatars.githubusercontent.com/u/507797?v=4,96,43,,,,,
29,mv,Mike Vernal,False,https://upload.wikimedia.org/wikipedia/commons/b/bb/Mike_Vernal.jpg,147,23,,,,,
21,shilpa,shilpa,True,https://lh3.googleusercontent.com/DEUlOy0Z3GKRWUoRSfAk2w9-nnysYmyZa6-7-m07r-O9LePeTh0SVwGM-uuPzHFh14vtsnxQ5iptbiPoyZmbpTFaBrWACyOAd26XWQ,175,148,ChIJE9on3F3HwoAR9AhGJW_fL-I,,,,
16,zosegal,Zach Segal,False,https://github.com/zosegal.png,177,87,,"Head of Listings @ Coinbase. Previously @ 21.co/Earn.com, acquired by Coinbase in 2018. Founder of BlockchainCurated.com. Always curious. ",,,
9,b-rad,b-rad.eth,True,https://i.seadn.io/gae/oV72v-ZhWvVOtqiBlaRSQP2EMYDRrjcSYmjtDYt3ePfWN1kf7dSopMrvPZgMe9StVUWVwedlAuNpatgxc16OrtcmdZ8KZo_T3R-oIR8?w=500&auto=format,370,334,ChIJEcHIDqKw2YgRZU-t3XHylv8,,,,
5,mp,mircea.eth,True,https://lh3.googleusercontent.com/MhE_sIpavko-fuLc45rOgCjDRIW9A9jGvJTEtYlL7Gh1I7s6eiyIUAAhdVw-7qitwPqteUmfJCd4JIAFjM6tTv65XdLdHRWhkI0_zw,182,159,ChIJIQBpAG2ahYAR_6128GcTUEo,https://nf.td/mircea,,,
